ref_id;parameters;type_id;ref_type;project;final_commit;commit_text;version_order;class_id_bavota;classification;issue_url;issue_id
292685;"(u""org.elasticsearch.index.query.IndexQueryParserService.parseInnerQuery"", u""org.elasticsearch.index.query.IndexQueryParserService.toQuery"", """", u""org.elasticsearch.index.query.IndexQueryParserService"")";11;Extract method;elastic/elasticsearch;3a0d1841d9dc99b752d13118ea303f1497c28fc0;Query refactoring: simplify IndexQueryParserService parse methods and prepare the field for #13859;16566;2;Negative;https://api.github.com/repos/elastic/elasticsearch/issues/13859;13859
293208;"(u""org.elasticsearch.test.ElasticsearchBackwardsCompatIntegrationTest.setRandomSettings"", u""org.elasticsearch.test.ElasticsearchBackwardsCompatIntegrationTest.setRandomIndexSettings"", u""org.elasticsearch.test.ElasticsearchBackwardsCompatIntegrationTest"")";37;Rename method;elastic/elasticsearch;15d799361be8311443ab68e4343de464cc9f200b;Set randomized node/index settings in the right place Don t set node settings in the index template, and try and set less index settings in the node settings closes #11767;14015;2;Negative;https://api.github.com/repos/elastic/elasticsearch/issues/11767;11767
293209;"(u""org.elasticsearch.test.ElasticsearchIntegrationTest.setRandomMerge"", u""org.elasticsearch.test.ElasticsearchIntegrationTest.setRandomIndexMergeSettings"", u""org.elasticsearch.test.ElasticsearchIntegrationTest"")";37;Rename method;elastic/elasticsearch;15d799361be8311443ab68e4343de464cc9f200b;Set randomized node/index settings in the right place Don t set node settings in the index template, and try and set less index settings in the node settings closes #11767;14015;2;Negative;https://api.github.com/repos/elastic/elasticsearch/issues/11767;11767
293210;"(u""org.elasticsearch.test.ElasticsearchIntegrationTest.setRandomNormsLoading"", u""org.elasticsearch.test.ElasticsearchIntegrationTest.setRandomIndexNormsLoading"", u""org.elasticsearch.test.ElasticsearchIntegrationTest"")";37;Rename method;elastic/elasticsearch;15d799361be8311443ab68e4343de464cc9f200b;Set randomized node/index settings in the right place Don t set node settings in the index template, and try and set less index settings in the node settings closes #11767;14015;2;Negative;https://api.github.com/repos/elastic/elasticsearch/issues/11767;11767
293211;"(u""org.elasticsearch.test.ElasticsearchIntegrationTest.setRandomSettings"", u""org.elasticsearch.test.ElasticsearchIntegrationTest.setRandomIndexTranslogSettings"", """", u""org.elasticsearch.test.ElasticsearchIntegrationTest"")";11;Extract method;elastic/elasticsearch;15d799361be8311443ab68e4343de464cc9f200b;Set randomized node/index settings in the right place Don t set node settings in the index template, and try and set less index settings in the node settings closes #11767;14015;2;Negative;https://api.github.com/repos/elastic/elasticsearch/issues/11767;11767
293370;"(u""org.elasticsearch.gateway.GatewayIndexStateTests.testDanglingIndicesAutoImportClose"", u""org.elasticsearch.gateway.GatewayIndexStateTests.testDanglingIndices"", u""org.elasticsearch.gateway.GatewayIndexStateTests"")";37;Rename method;elastic/elasticsearch;13630d80284d775378d9e27def9a4b537e29f10c;Remove dangling indices settings, always import it Remove the settings around dangling indices, such as no import and timeout for deletion, we always want to import dangling indices for safety, and we should not allow to change the behavior. This also cleans up the code quite a bit. closes #10016;12051;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/10016;10016
293372;"(u""org.elasticsearch.script.ApplySettings.setClient"", u""org.elasticsearch.script.ApplySettings"", u""org.elasticsearch.script.ScriptService"")";25;Move method;elastic/elasticsearch;521ac7f35aebcb7fadc1572c3f1aa9661b195132;Scripting: cleanup ScriptService & friends in preparation for #6418;12049;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/6418;6418
293373;"(u""org.elasticsearch.script.ApplySettings.close"", u""org.elasticsearch.script.ApplySettings"", u""org.elasticsearch.script.ScriptService"")";25;Move method;elastic/elasticsearch;521ac7f35aebcb7fadc1572c3f1aa9661b195132;Scripting: cleanup ScriptService & friends in preparation for #6418;12049;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/6418;6418
293374;"(u""org.elasticsearch.script.ApplySettings.clearCache"", u""org.elasticsearch.script.ApplySettings"", u""org.elasticsearch.script.ScriptService"")";25;Move method;elastic/elasticsearch;521ac7f35aebcb7fadc1572c3f1aa9661b195132;Scripting: cleanup ScriptService & friends in preparation for #6418;12049;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/6418;6418
293375;"(u""org.elasticsearch.script.ApplySettings.compile"", u""org.elasticsearch.script.ApplySettings"", u""org.elasticsearch.script.ScriptService"")";25;Move method;elastic/elasticsearch;521ac7f35aebcb7fadc1572c3f1aa9661b195132;Scripting: cleanup ScriptService & friends in preparation for #6418;12049;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/6418;6418
293376;"(u""org.elasticsearch.script.ApplySettings.verifyDynamicScripting"", u""org.elasticsearch.script.ApplySettings"", u""org.elasticsearch.script.ScriptService"")";25;Move method;elastic/elasticsearch;521ac7f35aebcb7fadc1572c3f1aa9661b195132;Scripting: cleanup ScriptService & friends in preparation for #6418;12049;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/6418;6418
293377;"(u""org.elasticsearch.script.ApplySettings.queryScriptIndex"", u""org.elasticsearch.script.ApplySettings"", u""org.elasticsearch.script.ScriptService"")";25;Move method;elastic/elasticsearch;521ac7f35aebcb7fadc1572c3f1aa9661b195132;Scripting: cleanup ScriptService & friends in preparation for #6418;12049;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/6418;6418
293378;"(u""org.elasticsearch.script.ApplySettings.validateScriptLanguage"", u""org.elasticsearch.script.ApplySettings"", u""org.elasticsearch.script.ScriptService"")";25;Move method;elastic/elasticsearch;521ac7f35aebcb7fadc1572c3f1aa9661b195132;Scripting: cleanup ScriptService & friends in preparation for #6418;12049;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/6418;6418
293379;"(u""org.elasticsearch.script.ApplySettings.getScriptFromIndex"", u""org.elasticsearch.script.ApplySettings"", u""org.elasticsearch.script.ScriptService"")";25;Move method;elastic/elasticsearch;521ac7f35aebcb7fadc1572c3f1aa9661b195132;Scripting: cleanup ScriptService & friends in preparation for #6418;12049;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/6418;6418
293380;"(u""org.elasticsearch.script.ApplySettings.validate"", u""org.elasticsearch.script.ApplySettings"", u""org.elasticsearch.script.ScriptService"")";25;Move method;elastic/elasticsearch;521ac7f35aebcb7fadc1572c3f1aa9661b195132;Scripting: cleanup ScriptService & friends in preparation for #6418;12049;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/6418;6418
293381;"(u""org.elasticsearch.script.ApplySettings.putScriptToIndex"", u""org.elasticsearch.script.ApplySettings"", u""org.elasticsearch.script.ScriptService"")";25;Move method;elastic/elasticsearch;521ac7f35aebcb7fadc1572c3f1aa9661b195132;Scripting: cleanup ScriptService & friends in preparation for #6418;12049;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/6418;6418
293382;"(u""org.elasticsearch.script.ApplySettings.deleteScriptFromIndex"", u""org.elasticsearch.script.ApplySettings"", u""org.elasticsearch.script.ScriptService"")";25;Move method;elastic/elasticsearch;521ac7f35aebcb7fadc1572c3f1aa9661b195132;Scripting: cleanup ScriptService & friends in preparation for #6418;12049;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/6418;6418
293383;"(u""org.elasticsearch.script.ApplySettings.getScriptFromResponse"", u""org.elasticsearch.script.ApplySettings"", u""org.elasticsearch.script.ScriptService"")";25;Move method;elastic/elasticsearch;521ac7f35aebcb7fadc1572c3f1aa9661b195132;Scripting: cleanup ScriptService & friends in preparation for #6418;12049;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/6418;6418
293384;"(u""org.elasticsearch.script.ApplySettings.executable"", u""org.elasticsearch.script.ApplySettings"", u""org.elasticsearch.script.ScriptService"")";25;Move method;elastic/elasticsearch;521ac7f35aebcb7fadc1572c3f1aa9661b195132;Scripting: cleanup ScriptService & friends in preparation for #6418;12049;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/6418;6418
293386;"(u""org.elasticsearch.script.ApplySettings.search"", u""org.elasticsearch.script.ApplySettings"", u""org.elasticsearch.script.ScriptService"")";25;Move method;elastic/elasticsearch;521ac7f35aebcb7fadc1572c3f1aa9661b195132;Scripting: cleanup ScriptService & friends in preparation for #6418;12049;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/6418;6418
293539;"(u""includeInAll"", u""org.elasticsearch.index.mapper.core.NumberFieldMapper"", u""org.elasticsearch.index.mapper.core.DateFieldMapper"")";24;Move field;elastic/elasticsearch;d84c643f5880a88d2e5c38b487123161f3e01fe0;Use the new points API to index numeric fields. #17746;21261;2;Negative;https://api.github.com/repos/elastic/elasticsearch/issues/17746;17746
293540;"(u""ignoreMalformed"", u""org.elasticsearch.index.mapper.core.NumberFieldMapper"", u""org.elasticsearch.index.mapper.core.DateFieldMapper"")";24;Move field;elastic/elasticsearch;d84c643f5880a88d2e5c38b487123161f3e01fe0;Use the new points API to index numeric fields. #17746;21261;2;Negative;https://api.github.com/repos/elastic/elasticsearch/issues/17746;17746
293541;"(u""includeInAll"", u""org.elasticsearch.index.mapper.core.NumberFieldMapper"", u""org.elasticsearch.index.mapper.ip.IpFieldMapper"")";24;Move field;elastic/elasticsearch;d84c643f5880a88d2e5c38b487123161f3e01fe0;Use the new points API to index numeric fields. #17746;21261;2;Negative;https://api.github.com/repos/elastic/elasticsearch/issues/17746;17746
293542;"(u""ignoreMalformed"", u""org.elasticsearch.index.mapper.core.NumberFieldMapper"", u""org.elasticsearch.index.mapper.ip.IpFieldMapper"")";24;Move field;elastic/elasticsearch;d84c643f5880a88d2e5c38b487123161f3e01fe0;Use the new points API to index numeric fields. #17746;21261;2;Negative;https://api.github.com/repos/elastic/elasticsearch/issues/17746;17746
293543;"(u""org.elasticsearch.index.mapper.core.NumberFieldType"", u""org.elasticsearch.index.mapper.core.LegacyByteFieldMapper.ByteFieldType"", u""org.elasticsearch.index.mapper.core.LegacyDoubleFieldMapper.DoubleFieldType"", u""org.elasticsearch.index.mapper.core.LegacyFloatFieldMapper.FloatFieldType"", u""org.elasticsearch.index.mapper.core.LegacyIntegerFieldMapper.IntegerFieldType"", u""org.elasticsearch.index.mapper.core.LegacyLongFieldMapper.LongFieldType"", u""org.elasticsearch.index.mapper.core.LegacyShortFieldMapper.ShortFieldType"")";13;Extract superclass;elastic/elasticsearch;d84c643f5880a88d2e5c38b487123161f3e01fe0;Use the new points API to index numeric fields. #17746;21261;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/17746;17746
293544;"(u""org.elasticsearch.index.mapper.DocumentParser.createBuilderFromFieldType"", u""org.elasticsearch.index.mapper.DocumentParser.newDateBuilder"", """", u""org.elasticsearch.index.mapper.DocumentParser"")";11;Extract method;elastic/elasticsearch;d84c643f5880a88d2e5c38b487123161f3e01fe0;Use the new points API to index numeric fields. #17746;21261;2;Negative;https://api.github.com/repos/elastic/elasticsearch/issues/17746;17746
293545;"(u""org.elasticsearch.index.mapper.core.NumberFieldMapper.parseCreateField"", u""org.elasticsearch.index.mapper.core.NumberFieldMapper"", u""org.elasticsearch.index.mapper.core.DateFieldMapper"")";25;Move method;elastic/elasticsearch;d84c643f5880a88d2e5c38b487123161f3e01fe0;Use the new points API to index numeric fields. #17746;21261;2;Negative;https://api.github.com/repos/elastic/elasticsearch/issues/17746;17746
293546;"(u""org.elasticsearch.index.mapper.core.NumberFieldMapper.doMerge"", u""org.elasticsearch.index.mapper.core.NumberFieldMapper"", u""org.elasticsearch.index.mapper.core.DateFieldMapper"")";25;Move method;elastic/elasticsearch;d84c643f5880a88d2e5c38b487123161f3e01fe0;Use the new points API to index numeric fields. #17746;21261;2;Negative;https://api.github.com/repos/elastic/elasticsearch/issues/17746;17746
293547;"(u""org.elasticsearch.index.mapper.core.DateFieldMapper.DateFieldType.DateFieldType"", u""org.elasticsearch.index.mapper.core.DateFieldMapper.DateFieldType.DateFieldType"", u""org.elasticsearch.index.mapper.core.DateFieldMapper.DateFieldType"")";37;Rename method;elastic/elasticsearch;d84c643f5880a88d2e5c38b487123161f3e01fe0;Use the new points API to index numeric fields. #17746;21261;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/17746;17746
293638;"(u""threadPool"", u""org.elasticsearch.client.node.NodeClientHeadersTests"", u""org.elasticsearch.client.AbstractClientHeadersTests"")";28;Pull up field;elastic/elasticsearch;b87d360e79726813db90c7acecc965057a4a39ed;Automatically thread client based action listeners Today, we rely on the user to set request listener threads to true when they are on the client side in order not to block the IO threads on heavy operations. This proves to be very trappy for users, and end up creating problems that are very hard to debug. Instead, we can do the right thing, and automatically thread listeners that are used from the client when the client is a node client or a transport client. This change also removes the ability to set request level listener threading, in the effort of simplifying the code path and reasoning around when something is threaded and when it is not. closes #10940;12904;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/10940;10940
293639;"(u""threadPool"", u""org.elasticsearch.client.transport.TransportClientNodesService.RetryListener"", u""org.elasticsearch.client.AbstractClientHeadersTests"")";24;Move field;elastic/elasticsearch;b87d360e79726813db90c7acecc965057a4a39ed;Automatically thread client based action listeners Today, we rely on the user to set request listener threads to true when they are on the client side in order not to block the IO threads on heavy operations. This proves to be very trappy for users, and end up creating problems that are very hard to debug. Instead, we can do the right thing, and automatically thread listeners that are used from the client when the client is a node client or a transport client. This change also removes the ability to set request level listener threading, in the effort of simplifying the code path and reasoning around when something is threaded and when it is not. closes #10940;12904;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/10940;10940
293640;"(u""logger"", u""org.elasticsearch.client.transport.TransportClientNodesService.RetryListener"", u""org.elasticsearch.action.support.AbstractListenableActionFuture"")";24;Move field;elastic/elasticsearch;b87d360e79726813db90c7acecc965057a4a39ed;Automatically thread client based action listeners Today, we rely on the user to set request listener threads to true when they are on the client side in order not to block the IO threads on heavy operations. This proves to be very trappy for users, and end up creating problems that are very hard to debug. Instead, we can do the right thing, and automatically thread listeners that are used from the client when the client is a node client or a transport client. This change also removes the ability to set request level listener threading, in the effort of simplifying the code path and reasoning around when something is threaded and when it is not. closes #10940;12904;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/10940;10940
293641;"(u""logger"", u""org.elasticsearch.client.transport.TransportClientNodesService.RetryListener"", u""org.elasticsearch.client.node.NodeClient"")";24;Move field;elastic/elasticsearch;b87d360e79726813db90c7acecc965057a4a39ed;Automatically thread client based action listeners Today, we rely on the user to set request listener threads to true when they are on the client side in order not to block the IO threads on heavy operations. This proves to be very trappy for users, and end up creating problems that are very hard to debug. Instead, we can do the right thing, and automatically thread listeners that are used from the client when the client is a node client or a transport client. This change also removes the ability to set request level listener threading, in the effort of simplifying the code path and reasoning around when something is threaded and when it is not. closes #10940;12904;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/10940;10940
293642;"(u""logger"", u""org.elasticsearch.client.transport.TransportClientNodesService.RetryListener"", u""org.elasticsearch.client.node.NodeClusterAdminClient"")";24;Move field;elastic/elasticsearch;b87d360e79726813db90c7acecc965057a4a39ed;Automatically thread client based action listeners Today, we rely on the user to set request listener threads to true when they are on the client side in order not to block the IO threads on heavy operations. This proves to be very trappy for users, and end up creating problems that are very hard to debug. Instead, we can do the right thing, and automatically thread listeners that are used from the client when the client is a node client or a transport client. This change also removes the ability to set request level listener threading, in the effort of simplifying the code path and reasoning around when something is threaded and when it is not. closes #10940;12904;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/10940;10940
293643;"(u""logger"", u""org.elasticsearch.client.transport.TransportClientNodesService.RetryListener"", u""org.elasticsearch.client.node.NodeIndicesAdminClient"")";24;Move field;elastic/elasticsearch;b87d360e79726813db90c7acecc965057a4a39ed;Automatically thread client based action listeners Today, we rely on the user to set request listener threads to true when they are on the client side in order not to block the IO threads on heavy operations. This proves to be very trappy for users, and end up creating problems that are very hard to debug. Instead, we can do the right thing, and automatically thread listeners that are used from the client when the client is a node client or a transport client. This change also removes the ability to set request level listener threading, in the effort of simplifying the code path and reasoning around when something is threaded and when it is not. closes #10940;12904;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/10940;10940
293644;"(u""logger"", u""org.elasticsearch.client.transport.TransportClientNodesService.RetryListener"", u""org.elasticsearch.client.transport.support.InternalTransportClient"")";24;Move field;elastic/elasticsearch;b87d360e79726813db90c7acecc965057a4a39ed;Automatically thread client based action listeners Today, we rely on the user to set request listener threads to true when they are on the client side in order not to block the IO threads on heavy operations. This proves to be very trappy for users, and end up creating problems that are very hard to debug. Instead, we can do the right thing, and automatically thread listeners that are used from the client when the client is a node client or a transport client. This change also removes the ability to set request level listener threading, in the effort of simplifying the code path and reasoning around when something is threaded and when it is not. closes #10940;12904;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/10940;10940
293645;"(u""logger"", u""org.elasticsearch.client.transport.TransportClientNodesService.RetryListener"", u""org.elasticsearch.client.transport.support.InternalTransportClusterAdminClient"")";24;Move field;elastic/elasticsearch;b87d360e79726813db90c7acecc965057a4a39ed;Automatically thread client based action listeners Today, we rely on the user to set request listener threads to true when they are on the client side in order not to block the IO threads on heavy operations. This proves to be very trappy for users, and end up creating problems that are very hard to debug. Instead, we can do the right thing, and automatically thread listeners that are used from the client when the client is a node client or a transport client. This change also removes the ability to set request level listener threading, in the effort of simplifying the code path and reasoning around when something is threaded and when it is not. closes #10940;12904;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/10940;10940
293646;"(u""logger"", u""org.elasticsearch.client.transport.TransportClientNodesService.RetryListener"", u""org.elasticsearch.client.transport.support.InternalTransportIndicesAdminClient"")";24;Move field;elastic/elasticsearch;b87d360e79726813db90c7acecc965057a4a39ed;Automatically thread client based action listeners Today, we rely on the user to set request listener threads to true when they are on the client side in order not to block the IO threads on heavy operations. This proves to be very trappy for users, and end up creating problems that are very hard to debug. Instead, we can do the right thing, and automatically thread listeners that are used from the client when the client is a node client or a transport client. This change also removes the ability to set request level listener threading, in the effort of simplifying the code path and reasoning around when something is threaded and when it is not. closes #10940;12904;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/10940;10940
293817;"(u""org.elasticsearch.index.query.MultiMatchQueryBuilder.setTieBreaker"", u""org.elasticsearch.index.query.MultiMatchQueryBuilder.tieBreaker"", u""org.elasticsearch.index.query.MultiMatchQueryBuilder"")";37;Rename method;elastic/elasticsearch;b979dfa0be8bc7536c4185156a5629f2966c7d77;Add lenient option to match & multi_match queries. #2156;3992;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/2156;2156
293905;"(u""org.elasticsearch.action.support.replication.TransportReplicationActionTests.testRelocatingReplicaAfterPrimaryOperation"", u""org.elasticsearch.action.support.replication.TransportReplicationActionTests.testReplicaProxy"", u""org.elasticsearch.action.support.replication.TransportReplicationActionTests"")";37;Rename method;elastic/elasticsearch;7cd128b372b0011814df76247bafbbf55709ae3f;Extract non-transport primary logic from TransportReplicationAction #16492;21360;2;Negative;https://api.github.com/repos/elastic/elasticsearch/issues/16492;16492
293906;"(u""org.elasticsearch.action.support.replication.TransportReplicationActionTests.testIndexDeletedAfterPrimaryOperation"", u""org.elasticsearch.action.support.replication.TransportReplicationActionTests.testReplicaProxy"", u""org.elasticsearch.action.support.replication.TransportReplicationActionTests"")";37;Rename method;elastic/elasticsearch;7cd128b372b0011814df76247bafbbf55709ae3f;Extract non-transport primary logic from TransportReplicationAction #16492;21360;2;Negative;https://api.github.com/repos/elastic/elasticsearch/issues/16492;16492
293907;"(u""org.elasticsearch.action.support.replication.TransportReplicationActionTests.testCounterDecrementedIfShardOperationThrowsException"", u""org.elasticsearch.action.support.replication.TransportReplicationActionTests.testReplicaProxy"", u""org.elasticsearch.action.support.replication.TransportReplicationActionTests"")";37;Rename method;elastic/elasticsearch;7cd128b372b0011814df76247bafbbf55709ae3f;Extract non-transport primary logic from TransportReplicationAction #16492;21360;2;Negative;https://api.github.com/repos/elastic/elasticsearch/issues/16492;16492
293916;"(u""clusterName"", u""org.elasticsearch.action.admin.cluster.health.TransportClusterHealthAction"", u""org.elasticsearch.cluster.routing.allocation.AllocationService"")";24;Move field;elastic/elasticsearch;bdb6dcea3ae53e7dea8ce060c46100ed8f25385e;Cleanup ClusterService dependencies and detached from Guice (#18941);22685;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/18941;18941
293917;"(u""clusterName"", u""org.elasticsearch.action.admin.cluster.node.liveness.TransportLivenessAction"", u""org.elasticsearch.cluster.routing.allocation.AllocationService"")";24;Move field;elastic/elasticsearch;bdb6dcea3ae53e7dea8ce060c46100ed8f25385e;Cleanup ClusterService dependencies and detached from Guice (#18941);22685;2;Negative;https://api.github.com/repos/elastic/elasticsearch/issues/18941;18941
293918;"(u""clusterName"", u""org.elasticsearch.action.admin.cluster.repositories.verify.TransportVerifyRepositoryAction"", u""org.elasticsearch.cluster.routing.allocation.AllocationService"")";24;Move field;elastic/elasticsearch;bdb6dcea3ae53e7dea8ce060c46100ed8f25385e;Cleanup ClusterService dependencies and detached from Guice (#18941);22685;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/18941;18941
293919;"(u""clusterName"", u""org.elasticsearch.action.admin.cluster.state.TransportClusterStateAction"", u""org.elasticsearch.cluster.routing.allocation.AllocationService"")";24;Move field;elastic/elasticsearch;bdb6dcea3ae53e7dea8ce060c46100ed8f25385e;Cleanup ClusterService dependencies and detached from Guice (#18941);22685;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/18941;18941
293920;"(u""clusterName"", u""org.elasticsearch.action.support.nodes.TransportNodesAction"", u""org.elasticsearch.cluster.routing.allocation.AllocationService"")";24;Move field;elastic/elasticsearch;bdb6dcea3ae53e7dea8ce060c46100ed8f25385e;Cleanup ClusterService dependencies and detached from Guice (#18941);22685;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/18941;18941
293921;"(u""clusterName"", u""org.elasticsearch.action.support.tasks.TransportTasksAction"", u""org.elasticsearch.cluster.routing.allocation.AllocationService"")";24;Move field;elastic/elasticsearch;bdb6dcea3ae53e7dea8ce060c46100ed8f25385e;Cleanup ClusterService dependencies and detached from Guice (#18941);22685;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/18941;18941
293922;"(u""clusterName"", u""org.elasticsearch.action.admin.cluster.health.TransportClusterHealthAction"", u""org.elasticsearch.cluster.service.ClusterService"")";24;Move field;elastic/elasticsearch;bdb6dcea3ae53e7dea8ce060c46100ed8f25385e;Cleanup ClusterService dependencies and detached from Guice (#18941);22685;3;Neutral;https://api.github.com/repos/elastic/elasticsearch/issues/18941;18941
293923;"(u""clusterName"", u""org.elasticsearch.action.admin.cluster.node.liveness.TransportLivenessAction"", u""org.elasticsearch.cluster.service.ClusterService"")";24;Move field;elastic/elasticsearch;bdb6dcea3ae53e7dea8ce060c46100ed8f25385e;Cleanup ClusterService dependencies and detached from Guice (#18941);22685;2;Negative;https://api.github.com/repos/elastic/elasticsearch/issues/18941;18941
